"Concurso";"Data do Sorteio";"Coluna1";"Coluna2";"Coluna3";"Coluna4";"Coluna5";"Coluna6";"Ganhadores Faixa 1";"Ganhadores Faixa 2";"Ganhadores Faixa 3";"Rateio Faixa 1";"Rateio Faixa2";"Rateio Faixa 3";"Cidade";"Valor Arrecadado";"Estimativa para o próximo concurso";"Valor Acumulado Próximo Concurso";"Acumulado";"Sorteio Especial";"Observação"
640;2005-02-19 00:00:00;12;19;42;46;59;60;0;129;8094;0.00;14012.81;222.49;-;0.00;0.00;28229924.76;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS).
641;2005-02-23 00:00:00;1;9;13;17;33;34;1;366;20840;31923289.19;5766.38;100.89;MG;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) para o próximo concurso: R$1.000.000,00.
642;2005-02-26 00:00:00;17;36;40;44;51;56;0;28;1988;0.00;22758.80;319.34;-;0.00;0.00;1115180.94;Sim;Não;ACUMULOU!! Estimativa de prêmio (SENA) PRÓXIMO CONCURSO: R$2.000.000,00. Dois milhões de reais.
643;2005-03-02 00:00:00;14;24;37;40;42;45;0;41;2694;0.00;15663.14;237.48;-;0.00;0.00;2239011.24;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$3.500.000,00.
644;2005-03-05 00:00:00;14;27;29;31;34;57;0;81;4433;0.00;10667.36;194.17;-;0.00;0.00;11328156.70;Sim;Não;ACUMULOU!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00. Treze Milhões de Reais.
645;2005-03-09 00:00:00;3;24;48;52;53;54;0;39;4345;0.00;27310.11;244.20;-;0.00;0.00;13192071.41;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS).
646;2005-03-12 00:00:00;10;13;32;47;49;60;0;79;6173;0.00;16079.41;205.00;-;0.00;0.00;15415049.93;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS).
647;2005-03-16 00:00:00;11;12;14;19;54;56;1;50;5432;17603353.15;25009.18;229.34;SP;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) para o próximo concurso: R$1.000.000,00 (HUM MILHÃO DE REAIS).
648;2005-03-19 00:00:00;5;23;29;42;45;48;3;139;4869;361199.61;4454.67;126.69;MG::RJ::SC;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (Sena) para o próximo concurso: R$ 1.000.000,00.
649;2005-03-23 00:00:00;9;24;33;41;48;54;0;31;2156;0.00;15748.23;225.57;-;0.00;0.00;6720868.06;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$8.000.000,00 (OITO MILHÕES DE REAIS).
650;2005-03-26 00:00:00;10;24;25;29;53;59;0;29;2765;0.00;24322.62;254.15;-;0.00;0.00;7955241.21;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS).
651;2005-03-30 00:00:00;26;28;39;45;48;60;0;36;4356;0.00;24882.92;204.86;-;0.00;0.00;9522864.81;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS).
652;2005-04-02 00:00:00;10;18;20;24;56;57;0;41;3874;0.00;27383.54;288.71;-;0.00;0.00;11487633.94;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS).
653;2005-04-06 00:00:00;5;9;19;24;31;34;0;74;6274;0.00;14994.32;176.18;-;0.00;0.00;13429397.87;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES DE REAIS).
654;2005-04-09 00:00:00;6;10;11;40;41;56;1;66;4745;15767596.35;20244.14;280.52;MG;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 13/04/2005: R$8.000.000,00 (OITO MILHÕES DE REAIS).
655;2005-04-13 00:00:00;1;26;37;39;43;48;0;23;2722;0.00;33457.53;281.64;-;0.00;0.00;7808614.22;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 16/04/2005: R$9.000.000,00 (NOVE MILHÕES DE REAIS).
656;2005-04-16 00:00:00;35;36;37;46;51;59;0;24;2623;0.00;42026.73;383.08;-;0.00;0.00;9573736.75;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/04/2005: R$11.000.000,00 (ONZE MILHÕES DE REAIS).
657;2005-04-20 00:00:00;16;20;33;58;59;60;1;56;3995;11354235.39;18168.36;253.72;PR;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 23/04/2005: R$1.000.000,00.
658;2005-04-23 00:00:00;3;6;11;20;36;41;0;31;2883;0.00;18418.26;197.30;-;0.00;0.00;999190.32;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 27/04/2005: R$2.000.000,00.
659;2005-04-27 00:00:00;14;29;34;40;51;52;0;22;1390;0.00;27222.16;429.22;-;0.00;0.00;7004050.46;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 30/04/2005: R$9.000.000,00.
660;2005-04-30 00:00:00;5;11;38;46;53;54;0;58;4204;0.00;16751.00;230.23;-;0.00;0.00;8704277.05;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/05/2005: R$10.000.000,00 (Dez milhões de reais).
661;2005-05-04 00:00:00;4;27;36;40;42;55;0;64;4211;0.00;15130.77;229.09;-;0.00;0.00;10398923.36;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 07/05/2005: R$12.000.000,00.
662;2005-05-07 00:00:00;4;18;23;25;56;60;0;79;5525;0.00;14974.99;213.31;-;0.00;0.00;12469215.44;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/05/2005: R$14.000.000,00.
663;2005-05-11 00:00:00;1;27;30;49;51;55;0;64;4020;0.00;17649.82;279.93;-;0.00;0.00;14445995.20;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 14/05/2005: R$17.000.000,00.
664;2005-05-14 00:00:00;1;12;36;38;55;59;0;74;4971;0.00;18450.77;273.62;-;0.00;0.00;23857740.39;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/05/2005: R$26.000.000,00.
665;2005-05-18 00:00:00;7;8;18;25;47;48;0;185;10055;0.00;8538.56;156.51;-;0.00;0.00;26622098.55;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 21/05/2005: R$30.000.000,00 (TRINTA MILHÕES DE REAIS).
666;2005-05-21 00:00:00;7;16;26;29;45;55;0;77;8122;0.00;26923.37;254.29;-;0.00;0.00;30250022.18;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/05/2005: R$34.000.000,00.
667;2005-05-25 00:00:00;1;4;5;16;23;49;1;203;15283;34263173.55;11296.70;149.48;SP;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 28/05/2005: R$1.000.000,00.
668;2005-05-28 00:00:00;1;2;14;33;49;56;0;53;2814;0.00;11007.74;206.54;-;0.00;0.00;1020967.19;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 01/06/2005: R$2.000.000,00.
669;2005-06-01 00:00:00;7;24;27;40;41;49;1;32;2427;2170216.15;20522.30;269.57;SP;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 04/06/2005: R$10.000.000,00.
670;2005-06-04 00:00:00;22;37;42;48;58;59;0;24;2895;0.00;43085.53;355.84;-;0.00;0.00;10792198.93;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 08/06/2005: R$12.000.000,00.
671;2005-06-08 00:00:00;9;16;27;38;39;51;0;67;4259;0.00;16609.70;260.30;-;0.00;0.00;12739685.49;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/06/2005: R$15.000.000,00.
672;2005-06-11 00:00:00;24;28;34;38;43;53;0;54;4411;0.00;24277.19;296.08;-;0.00;0.00;15033880.01;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 15/06/2005: R$17.000.000,00. Sorteios dias 13 e 14/06 serão em Martinópolis/SP.
673;2005-06-15 00:00:00;6;11;20;34;37;40;0;72;4792;0.00;17523.73;262.30;-;0.00;0.00;17241869.86;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/06/2005: R$20.000.000,00.
674;2005-06-18 00:00:00;18;22;29;32;38;42;0;96;5586;0.00;16070.11;275.14;-;0.00;0.00;27769536.63;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 22/06/2005: R$30.000.000,00.
675;2005-06-22 00:00:00;24;25;30;42;43;50;0;67;5204;0.00;26180.70;335.79;-;0.00;0.00;30839224.48;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 25/06/2005: R$35.000.000,00.
676;2005-06-25 00:00:00;9;15;32;41;42;49;0;94;7583;0.00;22081.78;272.69;-;0.00;0.00;34471676.39;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 29/06/2005: R$38.000.000,00.
677;2005-06-29 00:00:00;8;10;25;32;48;55;0;284;12803;0.00;8422.82;186.14;-;0.00;0.00;38657818.81;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 02/07/2005: R$43.000.000,00 (QUARENTA E TRÊS MILHÕES DE REAIS).
678;2005-07-02 00:00:00;14;31;40;42;44;46;0;115;9797;0.00;28311.43;331.07;-;0.00;0.00;44355495.36;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 06/07/2005: R$50.000.000,00 (CINQÜENTA MILHÕES DE REAIS).
679;2005-07-06 00:00:00;3;21;25;37;54;58;1;448;22087;51890452.61;9610.91;194.20;RJ;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 09/07/2005: R$20.000.000,00.
680;2005-07-09 00:00:00;2;3;5;22;26;44;0;188;11222;0.00;7276.69;121.45;-;0.00;0.00;19623257.97;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 13/07/2005: R$22.000.000,00.
681;2005-07-13 00:00:00;21;25;38;53;58;59;0;62;5210;0.00;23695.09;280.91;-;0.00;0.00;22194175.20;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/07/2005: R$25.000.000,00.
682;2005-07-16 00:00:00;4;27;36;37;47;60;0;62;5647;0.00;25832.17;282.55;-;0.00;0.00;24996965.62;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/07/2005: R$27.000.000,00.
683;2005-07-20 00:00:00;2;11;12;35;40;43;0;79;5680;0.00;19666.04;272.49;-;0.00;0.00;27715795.78;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/07/2005: R$31.000.000,00.
684;2005-07-23 00:00:00;17;19;33;37;40;50;0;81;7103;0.00;22483.66;255.42;-;0.00;0.00;40669733.33;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/07/2005: R$44.000.000,00.
685;2005-07-27 00:00:00;5;12;27;33;43;56;1;347;15404;44331219.78;6029.62;135.32;SP;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 30/07/2005: R$1.000.000,00.
686;2005-07-30 00:00:00;4;5;15;26;33;54;0;47;3901;0.00;15221.72;182.71;-;0.00;0.00;1251986.54;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/08/2005: R$2.000.000,00.
687;2005-08-03 00:00:00;1;7;14;41;48;59;0;28;2887;0.00;25839.62;249.66;-;0.00;0.00;2518128.16;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 06/08/2005: R$4.000.000,00.
688;2005-08-06 00:00:00;11;21;30;35;47;52;0;38;2757;0.00;23920.89;328.45;-;0.00;0.00;4108867.61;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/08/2005: R$5.500.000,00.
689;2005-08-10 00:00:00;6;7;31;49;51;60;0;29;2998;0.00;30336.11;292.33;-;0.00;0.00;12298361.58;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 13/08/2005: R$14.000.000,00.
690;2005-08-13 00:00:00;8;12;15;41;47;53;0;90;5446;0.00;13225.50;217.74;-;0.00;0.00;14381378.18;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/08/2005: R$16.000.000,00.
691;2005-08-17 00:00:00;8;16;37;50;55;58;0;54;3896;0.00;20629.58;284.85;-;0.00;0.00;16330873.12;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 20/08/2005: R$19.000.000,00.
692;2005-08-20 00:00:00;11;18;33;57;58;60;0;71;4995;0.00;18365.13;260.06;-;0.00;0.00;18612740.26;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 24/082005: R$21.000.000,00.
693;2005-08-24 00:00:00;13;14;17;31;41;50;0;152;7170;0.00;8909.82;188.18;-;0.00;0.00;20982752.64;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/08/2005: R$24.000.000,00.
694;2005-08-27 00:00:00;15;19;29;37;41;53;0;114;7087;0.00;13859.26;222.10;-;0.00;0.00;31925755.05;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 31/08/2005: R$34.000.000,00.
695;2005-08-31 00:00:00;6;11;13;21;40;52;0;76;6333;0.00;22217.91;265.62;-;0.00;0.00;34880737.54;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/09/2005: R$39.000.000,00.
696;2005-09-03 00:00:00;9;16;34;37;53;57;2;195;10814;19251302.49;10613.53;190.66;MA::MG;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 10/09/2005: R$1.500.000,00.
697;2005-09-10 00:00:00;28;31;32;35;51;53;0;27;2895;0.00;33337.57;309.74;-;0.00;0.00;1575200.44;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/09/2005: R$3.000.000,00.
698;2005-09-14 00:00:00;8;12;22;27;43;55;0;43;3981;0.00;16354.69;175.99;-;0.00;0.00;2805890.89;Sim;Não;Acumulou!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/09/2005: R$4.500.000,00. INFORMAMOS QUE EM RAZÃO DE PROBLEMAS TÉCNICOS, O SORTEIO DO CONCURSO 699 FOI ADIADO PARA 19/09, ÀS 20HS EM PORTO ALEGRE.
699;2005-09-19 00:00:00;17;23;48;50;53;54;0;54;3752;0.00;16259.09;233.13;-;0.00;0.00;12141821.41;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/09/2005: R$14.000.000,00.
700;2005-09-21 00:00:00;2;3;14;24;31;40;0;53;3584;0.00;17991.31;265.04;-;0.00;0.00;13810515.56;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 24/09/2005: R$16.000.000,00.
701;2005-09-24 00:00:00;1;13;23;31;48;60;0;103;5623;0.00;11253.13;205.35;-;0.00;0.00;15838891.81;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 28/09/2005: R$18.000.000,00.
702;2005-09-28 00:00:00;1;18;45;56;57;58;0;47;3663;0.00;22868.49;292.31;-;0.00;0.00;17719825.24;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 01/10/2005: R$20.000.000,00.
703;2005-10-01 00:00:00;2;11;24;27;30;45;0;123;7343;0.00;10767.16;179.68;-;0.00;0.00;20037455.42;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/10/2005: R$22.000.000,00.
704;2005-10-05 00:00:00;2;4;18;27;34;50;0;56;5784;0.00;22659.95;218.56;-;0.00;0.00;29484065.62;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/10/2005: R$32.000.000,00.
705;2005-10-08 00:00:00;3;11;13;15;26;43;0;144;11514;0.00;11780.58;146.78;-;0.00;0.00;32452771.10;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/10/2005: R$36.000.000,00.
706;2005-10-15 00:00:00;2;7;10;17;22;60;0;282;15980;0.00;7866.56;138.30;-;0.00;0.00;36334914.54;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 19/10/2005: R$40.000.000,00.
707;2005-10-19 00:00:00;1;8;10;36;43;51;2;140;12461;19919975.72;14306.28;160.12;MG::RO;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/10/2005: R$1.500.000,00.
708;2005-10-22 00:00:00;7;9;13;39;45;47;0;102;5998;0.00;6567.35;111.26;-;0.00;0.00;1172271.79;Sim;Não;Acumulou!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/10/2005: R$2.000.000,00.
709;2005-10-26 00:00:00;4;6;9;22;29;44;0;106;5202;0.00;5881.47;119.39;-;0.00;0.00;11276978.00;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/10/2005: R$13.000.000,00.
710;2005-10-29 00:00:00;5;25;34;39;46;49;0;48;4608;0.00;21483.28;222.94;-;0.00;0.00;13081573.14;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/11/2005: R$15.000.000,00.
711;2005-11-05 00:00:00;5;10;33;40;41;59;0;79;5840;0.00;18118.11;244.16;-;0.00;0.00;15586402.01;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 09/11/2005: R$17.000.000,00.
712;2005-11-09 00:00:00;7;8;35;43;53;58;0;97;5637;0.00;12122.15;207.81;-;0.00;0.00;17644136.19;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/11/2005: R$20.000.000,00.
713;2005-11-12 00:00:00;1;12;16;26;46;54;0;67;5838;0.00;20438.81;233.68;-;0.00;0.00;20040586.54;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/11/2005: R$22.000.000,00.
714;2005-11-16 00:00:00;7;8;17;35;39;53;0;113;10955;0.00;9766.45;100.36;-;0.00;0.00;29611134.96;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/11/2005: R$32.000.000,00
715;2005-11-19 00:00:00;4;12;24;33;36;54;3;237;13134;10825809.33;6910.89;124.24;GO::MA::SP;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/11/2005: R$1.000.000,00.
716;2005-11-23 00:00:00;2;7;16;29;32;50;1;37;2512;945382.75;14600.51;214.25;RJ;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/11/2005: R$1.000.000,00.
717;2005-11-26 00:00:00;6;17;23;28;35;41;0;68;3816;0.00;8956.76;159.00;-;0.00;0.00;1065855.06;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 30/11/2005: R$2.000.000,00.
718;2005-11-30 00:00:00;7;21;33;35;39;58;0;41;2893;0.00;13759.23;194.26;-;0.00;0.00;2053079.87;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/12/2005: R$3.000.000,00.
719;2005-12-03 00:00:00;3;32;37;39;47;53;0;63;3553;0.00;12737.00;225.00;-;0.00;0.00;8649484.79;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/12/2005: R$10.000.000,00.
720;2005-12-07 00:00:00;12;31;44;51;54;56;0;20;2606;0.00;45658.99;349.09;-;0.00;0.00;10247549.36;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 10/12/2005: R$12.000.000,00.
721;2005-12-10 00:00:00;3;14;23;25;36;55;0;99;6723;0.00;11025.33;161.75;-;0.00;0.00;12157688.32;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 14/12/2005: R$14.000.000,00.
722;2005-12-14 00:00:00;9;18;36;44;57;60;0;85;5334;0.00;12704.05;201.68;-;0.00;0.00;14047415.26;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 17/12/2005: R$16.000.000,00.
723;2005-12-17 00:00:00;1;6;16;36;50;52;0;49;4000;0.00;25242.04;308.05;-;0.00;0.00;16211920.28;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/12/2005: R$18.000.000,00.
724;2005-12-21 00:00:00;17;27;34;48;51;55;0;102;6190;0.00;12537.87;205.82;-;0.00;0.00;25450246.43;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 31/12/2005, às 22 horas: R$30.000.000,00.
725;2005-12-31 00:00:00;3;9;35;37;41;49;2;343;20451;15815987.63;10298.59;172.08;MG::RJ;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 04/01/2006: R$1.000.000,00.
726;2006-01-04 00:00:00;1;5;7;37;40;47;0;35;2838;0.00;15459.49;189.94;-;0.00;0.00;946893.69;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/01/2006: R$2.000.000,00.
727;2006-01-07 00:00:00;4;12;14;30;42;59;0;29;2688;0.00;25008.46;268.79;-;0.00;0.00;2216072.86;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/01/2006: R$3.000.000,00.
728;2006-01-11 00:00:00;8;13;24;32;42;44;0;81;5381;0.00;8575.31;128.59;-;0.00;0.00;3431622.25;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/01/2006: R$5.000.000,00.
729;2006-01-14 00:00:00;5;18;33;43;56;57;1;51;5041;4969519.90;17231.34;173.67;MG;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/01/2006: R$9.000.000,00.
730;2006-01-18 00:00:00;2;15;16;45;50;54;0;34;2824;0.00;23412.97;280.82;-;0.00;0.00;9358249.67;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/01/2006: R$11.000.000,00.
731;2006-01-21 00:00:00;6;15;16;23;28;35;0;88;6659;0.00;11554.63;152.12;-;0.00;0.00;11137662.34;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/01/2006: R$13.000.000,00.
732;2006-01-25 00:00:00;6;17;19;49;50;53;0;65;4196;0.00;14610.54;225.48;-;0.00;0.00;12799611.64;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 28/01/2006: R$14.000.000,00.
733;2006-01-28 00:00:00;2;12;26;31;43;46;0;67;5110;0.00;16737.98;218.63;-;0.00;0.00;14762139.60;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/02/2006: R$17.000.000,00.
734;2006-02-01 00:00:00;27;29;43;44;45;54;1;58;3984;16726569.98;19354.00;280.69;MG;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 04/02/2006: R$8.000.000,00.
735;2006-02-04 00:00:00;9;15;38;40;42;52;0;33;3043;0.00;27163.91;293.47;-;0.00;0.00;7826853.28;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/02/2006: R$9.000.000,00.
736;2006-02-08 00:00:00;1;21;38;41;49;56;0;19;2190;0.00;47835.60;413.44;-;0.00;0.00;9417386.79;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/02/2006: R$11.000.000,00.
737;2006-02-11 00:00:00;11;12;24;32;33;38;0;65;6267;0.00;18730.63;193.54;-;0.00;0.00;11547995.59;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/02/2006: R$13.000.000,00.
738;2006-02-15 00:00:00;14;15;26;30;42;54;0;47;4178;0.00;26720.69;299.45;-;0.00;0.00;13745772.39;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/02/2006: R$16.000.000,00.
739;2006-02-18 00:00:00;6;10;35;45;49;56;0;54;4723;0.00;25993.77;296.08;-;0.00;0.00;23305073.75;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/02/2006: R$26.000.000,00.
740;2006-02-22 00:00:00;12;16;28;29;47;50;1;90;6943;26132814.65;17953.91;231.85;PR;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/02/2006: R$1.000.000,00.
741;2006-02-25 00:00:00;24;26;27;36;39;59;0;23;2133;0.00;28453.38;305.65;-;0.00;0.00;1145248.54;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/03/2006: R$2.000.000,00.
742;2006-03-01 00:00:00;2;7;17;34;41;50;0;25;1622;0.00;14199.00;218.02;-;0.00;0.00;1766454.86;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/03/2006: R$3.000.000,00.
743;2006-03-04 00:00:00;20;23;25;32;54;60;0;28;2762;0.00;29491.22;297.84;-;0.00;0.00;3211524.66;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/03/2006: R$4.500.000,00.
